alpha,delta,id,diameter
119.43333333333332,20.985,DIR201+24,80.0
129.075,24.008333333333333,IREC287,92.0
72.64166666666665,-2.7733333333333334,IREC288,85.0
98.31249999999999,10.866666666666667,B38 / LDN1605,65.0
98.14166666666665,10.744444444444444,B37 / BDN201.40+1.00,150.0
97.43749999999999,10.215555555555556,LDN1606,12.0
97.68749999999999,10.2975,LDN1607,7.0
108.60416666666666,15.533055555555556,IREC289,108.0
97.68749999999999,10.0475,BDN201.64+0.03,30.0
99.19166666666665,10.790277777777778,LDN1608,23.0
98.99999999999999,10.433333333333334,MonR1 DN Complex / MonOB1 CO Complex,350.0
99.06249999999999,10.457777777777777,LDN1609,8.0
99.4875,10.455555555555556,LDN1610,9.0
99.53333333333332,10.4,B39,2.0
70.29999999999998,-5.788055555555555,DIR203-32,120.0
90.1625,5.000555555555556,LDN1611,29.0
106.30833333333331,13.22861111111111,IREC290,110.0
100.31249999999999,9.951666666666666,BDN202.92+2.28,130.0
94.98749999999998,7.136666666666667,CB47,2.5
95.07499999999999,7.171944444444445,CB48,3.5
94.96249999999999,7.079444444444444,CB46,4.5
55.28333333333333,-13.843611111111112,IREC291,165.0
90.66249999999998,4.665,LDN1612,17.0
87.24999999999999,2.7666666666666666,Orion B DN Complex / Orion B CO Complex,720.0
100.31249999999999,9.38888888888889,Cone Dark Nebula / LDN1613,9.0
76.37083333333332,-3.4327777777777775,LDN1615 / IREC292w,17.0
76.62083333333332,-3.3672222222222223,LDN1616 / BDN203.49-24.80 / IREC292e,10.0
66.23333333333333,-8.858055555555556,DIR204-37,110.0
88.65416666666665,3.0080555555555555,LDN1617,167.0
91.40833333333332,4.328055555555555,LDN1618,25.0
91.15833333333332,4.1625000000000005,LDN1619,12.0
76.49583333333332,-3.9633333333333334,CB28-Envelope,90.0
76.58333333333331,-3.9394444444444447,CB28 / LM67,4.0
98.59166666666665,7.793333333333333,CB50,3.5
84.13749999999997,-0.13666666666666666,LDN1620,6.5
110.74583333333331,13.466388888888888,IREC293,187.0
83.33749999999999,-0.6327777777777778,CB31,6.0
84.11666666666666,-0.27694444444444444,CB32,6.0
88.99583333333332,2.3005555555555555,LDN1621 / LM74 / LDN1621-1,8.0
88.85833333333333,2.1425,LM73 / LDN1621-2,1.0
83.88749999999997,-0.6355555555555555,LDN1614,4.0
88.72083333333332,1.956388888888889,LM71 / LDN1622A,5.0
88.59583333333333,1.7916666666666665,LDN1622 / BDN204.70-11.82,25.0
88.62083333333334,1.7958333333333332,P133,7.0
91.90416666666664,3.4922222222222223,LDN1623,22.0
88.725,1.7608333333333333,LM72 / LDN1622B,2.0
89.39999999999999,2.0044444444444443,LDN1624,30.0
96.91666666666666,5.968055555555556,LDN1625,264.0
101.17499999999998,7.947500000000001,LDN1626,65.0
86.6125,0.04722222222222222,P134,6.0
86.63749999999999,0.017777777777777778,LDN1627,15.0
93.15416666666665,2.986111111111111,LDN1628 / IREC294,110.0
80.5458333333333,-3.692777777777778,CB29,7.0
92.39999999999999,2.4897222222222224,LDN1629,65.0
86.38333333333331,-0.9808333333333333,LDN1630 / BDN206.15-15.08,240.0
76.50416666666665,-6.410277777777778,IREC295,118.0
101.04583333333332,6.3647222222222215,LDN1631,9.0
89.89166666666665,0.5019444444444444,LDN1632,92.0
96.15416666666665,3.4716666666666667,LDN1633,20.0
98.24999999999999,4.483333333333333,Rosette DN Complex,300.0
96.17916666666666,3.3694444444444445,CB49 / LM81,4.0
127.97500000000001,17.965833333333332,IREC296,83.0
85.225,-2.466666666666667,Horsehead Nebula / B33,6.0
55.412499999999994,-16.79416666666667,IREC297,170.0
79.6125,-5.781666666666666,LDN1634,42.0
85.27499999999999,-3.1422222222222222,LDN1635,6.0
85.35,-3.1591666666666667,LDN1636,4.0
76.125,-8.265277777777778,MBM22,20.0
148.95833333333331,23.444166666666668,IREC298,111.0
102.90833333333332,5.217222222222222,CB53,2.5
75.44999999999999,-8.92861111111111,MBM21,20.0
100.90833333333332,3.9486111111111115,LDN1637,59.0
83.85833333333332,-5.038055555555555,OMC-3,9.0
64.82083333333333,-14.065277777777778,IREC299,92.0
83.86249999999998,-5.166666666666667,OMC-2,8.0
89.375,-2.495277777777778,LDN1638,93.0
83.80833333333331,-5.368611111111111,OMC-1,7.0
102.90833333333332,4.439166666666667,LDN1639,59.0
83.35833333333332,-5.799444444444444,LDN1640,8.0
118.00833333333333,10.884166666666665,IREC301,120.0
61.691666666666656,-16.341944444444444,IREC302,87.0
99.4625,1.5297222222222222,CB51,3.5
109.59583333333332,6.643055555555555,IREC303,80.0
158.1083333333333,24.338055555555556,IREC304,110.0
84.25,-6.983333333333333,Orion A DN Complex / IREC300,600.0
162.92916666666662,24.953055555555554,G211+63 / IREC306,90.0
84.35416666666667,-6.971111111111111,LDN1641 / BDN210.76-19.61,300.0
68.82499999999999,-14.231388888888889,MBM20 / IREC305,120.0
68.82083333333331,-14.231388888888889,LDN1642,37.0
168.70416666666662,25.55638888888889,IREC307,85.0
142.91666666666666,19.121666666666666,IREC308,57.0
91.61666666666666,-4.672777777777778,LDN1643,55.0
109.87916666666665,3.9475000000000002,CB59,6.0
91.92916666666665,-5.545555555555556,LDN1644 / LM77,5.0
91.73749999999998,-5.673611111111112,LDN1645,14.0
132.90416666666667,14.335,IREC309,66.0
91.85833333333332,-6.0075,LDN1646,106.0
91.74999999999999,-6.433333333333334,MonR2 DN Complex / MonR2 CO Complex,350.0
85.59166666666665,-9.976944444444445,LDN1647,123.0
66.525,-18.079166666666666,IREC310,94.0
94.92916666666666,-5.765,IREC311,128.0
88.09166666666667,-9.155833333333334,LDN1648,82.0
102.02916666666665,-3.8691666666666666,MT1,180.0
135.53749999999997,12.668888888888889,IREC312,152.0
128.09583333333333,9.01361111111111,IREC315 / DIR216+27,135.0
99.425,-5.757777777777778,IREC313,187.0
56.24999999999999,-23.00777777777778,IREC314,80.0
104.52083333333333,-3.9516666666666667,LDN1649,4.5
109.38333333333331,-1.7513888888888889,IREC316,131.0
104.86666666666666,-4.9030555555555555,LDN1650,8.0
95.59166666666665,-9.858888888888888,LDN1651,30.0
96.59166666666665,-10.030277777777778,LDN1652,65.0
97.59583333333332,-9.586944444444445,IREC317,83.0
96.99999999999999,-9.883333333333333,Crossbones DN Complex,300.0
112.31249999999999,-3.735,IREC318,110.0
104.44999999999999,-7.934722222222223,LDN1653,7.0
104.85,-7.7363888888888885,LDN1654,13.0
104.14999999999999,-8.233055555555556,LDN1655,7.0
104.125,-8.399722222222222,LDN1656,17.0
129.29166666666666,4.833055555555555,IREC319,128.0
147.0,13.276666666666667,IRC+10216 / IREC320,180.0
133.3583333333333,6.443888888888889,IREC321,108.0
119.05833333333332,-2.8955555555555557,IREC322,154.0
106.08749999999998,-10.408888888888889,LDN1657,62.0
72.09583333333332,-24.13,IREC326 / DIR223-37,140.0
144.40416666666667,9.985833333333332,IREC323,83.0
38.51666666666666,-29.160277777777775,IREC324,75.0
61.08333333333332,-26.985,IREC325,63.0
105.99999999999999,-11.371666666666668,BDN224.46-2.45 / MLB80 / LDN1657B,7.0
39.70416666666666,-29.613611111111112,HRK225-66 / KM225.3-66.3,35.0
108.58749999999999,-11.087222222222223,LDN1658,30.0
106.27499999999999,-12.308055555555557,BDN225.43-2.65 / MLB81 / LDN1657A,7.0
48.47083333333333,-29.358333333333334,IREC327,49.0
102.17916666666666,-16.890833333333333,CB52,8.0
82.05833333333332,-24.860277777777778,G228-28.6 / HRK228-29,125.0
26.208333333333332,-29.6325,IREC328,108.0
63.17083333333333,-29.571944444444444,IREC329,83.0
59.787499999999994,-30.2375,IREC330,89.0
106.07083333333331,-16.409166666666664,CB54,6.0
133.96249999999998,0.7219444444444445,IREC331,85.0
106.18749999999999,-16.595,CB55,8.0
147.75833333333333,6.800277777777778,IREC332,100.0
82.92916666666666,-26.495,G230.1-28.4,120.0
34.158333333333324,-31.131666666666668,IREC333,53.0
101.23333333333332,-21.526666666666667,IREC334,80.0
42.29166666666666,-32.37277777777778,IREC335,63.0
142.88333333333333,0.7513888888888889,IREC336,118.0
84.40416666666665,-29.442777777777778,IREC337,96.0
74.35416666666666,-32.00055555555556,DIR234-37,70.0
70.92916666666666,-32.85444444444445,IREC338,110.0
145.11666666666665,0.42250000000000004,ir2,40.0
138.27916666666664,-4.344444444444444,IREC340,98.0
121.20416666666664,-15.853055555555555,IREC341,96.0
146.45833333333331,0.7188888888888889,HRK236+39 / IREC339,55.0
146.45833333333331,0.7188888888888889,HRK236+39 Envelope,300.0
108.12916666666665,-23.20638888888889,IREC342,131.0
56.224999999999994,-35.14833333333333,IREC343,110.0
109.39166666666665,-23.02638888888889,CB57,6.0
109.36249999999998,-23.119444444444444,LDN1659A,3.0
100.01249999999999,-27.16361111111111,IREC344,94.0
109.59999999999998,-23.025277777777777,FeSt1-1,55.0
109.35416666666666,-23.25,FeSt2-1,6.0
109.35416666666666,-23.25,LDN1659,13.0
111.85833333333332,-22.11888888888889,FeSt1-2,73.0
78.38749999999999,-33.52055555555555,IREC345,98.0
177.02916666666664,19.631944444444446,IREC346,83.0
110.47499999999998,-23.19611111111111,FeSt1-3,90.0
109.55416666666665,-23.647777777777776,CB58,8.0
66.44583333333334,-35.29888888888889,DIR237-44,75.0
97.22916666666666,-29.075277777777778,IREC347,108.0
19.487499999999997,-29.59472222222222,IREC348,113.0
109.98333333333332,-23.935555555555556,LDN1660 / FeSt1-4,15.0
109.94583333333333,-24.076944444444443,FeSt2-2,6.0
110.52083333333331,-24.09638888888889,LDN1661,37.0
108.64999999999999,-25.148333333333333,CB56,4.5
104.79166666666666,-26.866111111111113,IREC349,118.0
112.02499999999999,-23.603055555555557,LDN1662,22.0
113.02916666666665,-23.1075,LDN1663,40.0
113.07916666666665,-23.291111111111114,FeSt1-5,92.0
111.10833333333333,-24.558333333333334,LDN1664 / FeSt1-6,25.0
85.82916666666665,-33.605000000000004,IREC350,60.0
111.02083333333333,-24.698611111111113,FeSt2-3,6.0
113.82499999999997,-23.652777777777775,LDN1665 / FeSt1-7,23.0
111.44166666666666,-25.050555555555555,FeSt1-8,88.0
89.45416666666667,-33.263333333333335,IREC351 / DIR239-25,180.0
114.02499999999999,-24.111944444444447,LDN1666,10.0
111.0375,-25.731944444444444,FeSt2-4,6.0
111.2,-25.716666666666665,LDN1667 / FeSt1-9,33.0
114.09999999999998,-24.34583333333333,FeSt2-5,6.0
114.24583333333331,-24.89638888888889,LDN1668,8.5
93.96666666666665,-33.00083333333333,IREC352,83.0
154.15416666666667,1.6141666666666667,IREC354,89.0
37.8125,-36.16916666666666,IREC355,60.0
100.51249999999999,-33.361666666666665,IREC357,96.0
114.97916666666666,-27.983055555555556,FeSt1-10,41.0
105.49166666666665,-33.74444444444445,IREC358,87.0
134.00416666666663,-18.44611111111111,IREC359,113.0
148.30416666666665,-7.340833333333333,DIR245+35,130.0
153.79583333333332,-2.661111111111111,IREC360,69.0
71.22083333333332,-41.325833333333335,IREC361,75.0
99.22499999999998,-37.11611111111111,IREC362,60.0
118.99999999999999,-29.633888888888887,LDN1669,46.0
181.11666666666665,19.28527777777778,IREC363,87.0
118.09583333333333,-30.396666666666665,FeSt1-11,137.0
114.25833333333333,-32.735,HMSTG247.0-5.7,22.0
119.39583333333331,-30.235555555555557,FeSt1-12,42.0
117.36249999999998,-31.560000000000002,FeSt1-13,14.0
180.42083333333332,18.505,IREC364,89.0
116.15416666666665,-32.27166666666667,FeSt1-14,43.0
107.42083333333332,-36.205555555555556,HMSTG247.5-12.3 / IREC365,65.0
116.87083333333332,-32.21638888888889,HMSTG247.6-3.5,7.0
138.80416666666665,-18.286944444444448,IREC366,85.0
116.92916666666665,-32.375,FeSt2-6,6.0
117.2958333333333,-32.20638888888889,HMSTG247.8-3.2,6.0
44.6125,-40.41027777777778,IREC367,94.0
54.09166666666666,-42.21194444444445,IREC368,83.0
97.8625,-40.10027777777778,IREC369,96.0
119.15833333333332,-32.35111111111111,FeSt2-7,6.0
117.82916666666665,-33.07888888888889,FeSt1-15,43.0
121.14999999999998,-31.513055555555557,LDN1670 / FeSt2-8 / CB60,10.0
117.97499999999998,-33.26277777777778,HMSTG249.0-3.2,16.0
117.27083333333331,-33.94305555555555,FeSt1-16,167.0
116.29166666666666,-34.60388888888889,HMSTG249.4-5.1,4.0
121.4875,-32.14416666666666,LDN1671,23.0
119.51666666666665,-33.30444444444444,HMSTG249.7-2.1 / BHR1,6.0
121.89166666666665,-32.1625,FeSt1-17,52.0
161.78749999999997,0.006111111111111111,IREC370,87.0
132.0125,-26.442777777777778,IREC371,128.0
122.28749999999998,-32.530833333333334,FeSt1-18,39.0
121.1083333333333,-33.39277777777778,FeSt1-19,41.0
113.84166666666665,-37.256388888888885,HMSTG250.8-8.1,9.0
134.45833333333331,-25.46611111111111,IREC372,131.0
143.80833333333334,-18.169722222222223,IREC373,83.0
121.5458333333333,-33.897777777777776,HMSTG251.1-1.0,12.0
123.11666666666663,-33.09305555555556,CG37 DN,2.5
109.64166666666665,-39.361111111111114,IREC374,139.0
118.00833333333333,-36.06305555555555,FeSt1-20,91.0
124.84999999999997,-32.63305555555556,HMSTG251.5+2.0,3.0
123.10416666666664,-33.76111111111111,CG27 Head DN / BHR2 / VMF17 / V17,2.0
123.10416666666664,-33.76083333333333,CG27 DN / HMSTG251.7+0.2,4.0
109.69583333333333,-39.85277777777778,HMSTG251.7-12.2,4.0
120.14166666666665,-35.42194444444444,FeSt1-21,159.0
123.09999999999997,-33.93111111111111,CG28 Head DN / BHR3,1.0
123.08749999999998,-33.9375,CG28 DN / FeSt2-9 / HMSTG251.8+0.0 / VMF15 / V15,5.0
123.09166666666663,-34.0175,CG29 Head DN / BHR4 / VMF16 / V16,1.0
123.09166666666663,-34.0175,CG29 DN / HMSTG251.9+0.0,5.0
119.86666666666666,-35.75416666666667,FeSt2-10,6.0
119.86666666666666,-35.75416666666667,FeSt1-22,67.0
119.53333333333333,-36.07777777777778,HMSTG252.1-3.6,12.0
121.95833333333333,-34.91305555555555,HMSTG252.1-1.3,22.0
123.95833333333333,-33.83777777777778,CG26 DN / FeSt2-11 / HMSTG252.2+0.7,7.0
123.99583333333332,-33.846111111111114,CG26 Head / BHR5 / VMF20 / V20,2.0
100.67916666666666,-43.160555555555554,IREC375,120.0
123.86666666666665,-34.07916666666667,CG33 DN / HMSTG252.3+0.5 / VMF19 / V19,6.0
123.85416666666666,-34.07916666666667,CG33 Head DN / BHR6,1.0
120.11249999999998,-36.06361111111111,HMSTG252.3-3.2,14.0
123.57499999999999,-34.50527777777778,CG32 Head DN / BHR7,3.0
123.58749999999998,-34.514722222222225,CG32 DN / FeSt2-12 / HMSTG252.5+0.1 / VMF18 / V18,10.0
112.99999999999999,-39.55777777777777,FeSt1-23,12.0
122.1583333333333,-35.727222222222224,HMSTG252.9-1.6,6.0
122.17499999999998,-35.89555555555555,HMSTG253.0-1.7C,35.0
121.71666666666665,-36.18694444444444,HMSTG253.1-2.1,12.0
119.42916666666666,-37.31916666666667,FeSt1-24,17.0
119.42916666666666,-37.31916666666667,FeSt2-13,6.0
122.22499999999998,-35.953611111111115,CG31 Head DN / LM86,3.2
122.13749999999999,-35.99277777777778,CG31C DN / BHR10,3.0
122.06666666666665,-36.02972222222222,CG31D DN / BHR11,1.0
122.5208333333333,-35.79861111111111,FeSt2-14,6.0
122.5208333333333,-35.79861111111111,FeSt1-25,76.0
122.23333333333332,-35.98916666666667,CG31 DN / FeSt2-15 / HMSTG253.1-1.7 / VMF13 / V13,7.0
122.19999999999999,-36.05333333333333,CG31B DN / BHR9 / LM85 in HMSTG253.1-1.7,2.5
122.25833333333333,-36.019444444444446,CG31A DN / BHR8 / LM87 in HMSTG253.1-1.7,2.0
119.62083333333332,-37.414722222222224,HMSTG253.2-4.2,12.0
127.29166666666664,-33.284166666666664,FeSt1-26,23.0
116.19583333333333,-39.01722222222222,IREC376,113.0
122.3875,-36.0825,CG30 DN / HMSTG253.3-1.6 / BHR12 / LM88 / VMF14 / V14,3.0
119.88333333333331,-37.4325,HMSTG253.4-4.0,14.0
122.41250000000001,-36.17638888888889,CG38 DN,2.0
113.94999999999999,-40.12861111111111,FeSt1-27,23.0
124.05000000000001,-35.45472222222222,FeSt1-28,70.0
122.87083333333332,-36.155,HMSTG253.6-1.3,22.0
132.84999999999997,-30.076944444444443,IREC377,89.0
127.19166666666666,-33.763888888888886,CG22 DN / HMSTG253.6+2.9,65.0
127.19166666666666,-33.763888888888886,CG22 Head DN / FeSt2-16 / BHR13 / VMF22 / V22,5.0
112.38333333333331,-41.175,CG34 DN / HMSTG253.8-10.9,6.0
112.38333333333331,-41.175,CG34 Head DN / BHR14 / VMF3 / V3,3.0
123.80833333333332,-36.03722222222222,HMSTG253.9-0.6,28.0
120.87499999999999,-37.843333333333334,HMSTG254.1-3.6,6.0
15.716666666666667,-29.310000000000002,IREC378,87.0
124.82083333333331,-36.257777777777775,FeSt2-17,6.0
114.33333333333333,-41.228611111111114,HMSTG254.5-9.6,8.0
114.38749999999999,-41.217222222222226,HMSTG254.5-9.6-East,2.0
123.87083333333332,-36.975833333333334,FeSt2-18 / HMSTG254.7-1.1,5.0
91.54166666666666,-47.431666666666665,IREC379,98.0
114.06249999999997,-41.795833333333334,FeSt1-29,93.0
115.19583333333333,-41.44916666666666,CG9 DN / HMSTG255.1-9.2,2.0
115.6625,-41.26611111111111,CG8 DN / HMSTG255.1-8.8,2.0
108.99999999999999,-43.96138888888889,CG2 DN / HMSTG255.3-14.4,26.0
108.99999999999999,-43.96138888888889,CG2 Head DN / FeSt2-19 / BHR15 / VMF1 / V1,2.0
120.25416666666665,-39.5675,FeSt1-30 / HMSTG255.3-4.9,14.0
120.29166666666667,-39.589444444444446,FeSt2-20,6.0
121.35833333333332,-39.14888888888889,FeSt2-21 / HMSTG255.4-3.9 / LM84 / BHR16,6.0
121.11666666666665,-39.32611111111112,FeSt1-31,24.0
120.46249999999999,-39.666666666666664,HMSTG255.5-4.8,8.0
122.53749999999997,-38.72361111111111,HMSTG255.6-2.9,5.0
115.625,-42.086111111111116,CG10 DN / HMSTG255.8-9.2,4.0
115.625,-42.086111111111116,CG10 Head DN / VMF10 / V10,0.5
63.02083333333333,-48.48305555555556,IREC380,78.0
122.975,-38.81722222222223,FeSt1-32,30.0
118.67916666666666,-40.84916666666667,FeSt1-33,16.0
115.77083333333333,-42.125,HMSTG255.9-9.1 / VMF11 / V11,2.0
123.09166666666663,-38.83416666666667,FeSt2-22 / HMSTG255.9-2.6,3.0
123.16666666666664,-38.83305555555556,HMSTG255.9-2.6C,65.0
123.77916666666664,-38.683611111111105,HMSTG256.1-2.1,6.0
115.73333333333332,-42.36972222222222,FeSt2-23,6.0
109.75416666666665,-44.57638888888889,CG1 DN / BDN256.11-14.12 / HMSTG256.2-14.1,22.0
115.79583333333332,-42.39861111111111,HMSTG256.1-9.2C,12.0
115.69999999999999,-42.42972222222222,HMSTG256.1-9.3,2.0
115.89166666666665,-42.367222222222225,HMSTG256.1-9.1 / VMF12 / V12,2.0
119.90416666666665,-40.67111111111111,FeSt1-34,15.0
109.83749999999998,-44.58694444444445,CG1 Head DN / FeSt2-24 / BHR17,2.0
111.83749999999999,-44.01916666666666,FeSt1-35,25.0
115.01249999999999,-42.986666666666665,HMSTG256.4-10.0,22.0
158.57916666666665,-10.222777777777777,IREC381,69.0
176.35416666666666,10.476111111111111,IREC282,73.0
154.77499999999998,-14.728333333333333,IREC383 / DIR257+34,90.0
114.88333333333333,-43.59444444444445,HMSTG256.9-10.4,5.0
120.80833333333334,-41.165,HMSTG256.9-5.4,16.0
129.32500000000002,-36.63194444444444,CG36 Head DN / BHR18 / VMF23 / V23,1.0
129.32500000000002,-36.63194444444444,CG36 DN / HMSTG256.9+2.6,6.0
115.21249999999999,-43.81916666666667,CG5 Head DN / BHR19 / VMF9 / V9,1.0
115.21249999999999,-43.81916666666667,CG5 DN / HMSTG257.2-10.3,4.0
124.3,-39.85055555555556,HMSTG257.3-2.5-2 / LM90,1.5
124.29166666666666,-39.8825,FeSt2-25 / HMSTG257.3-2.5,7.0
124.28333333333332,-39.900277777777774,HMSTG257.3-2.5-1 / LM89,2.5
109.1,-46.53194444444444,IREC384,100.0
168.66666666666663,0.5075,IREC385,102.0
125.4458333333333,-40.197222222222216,FeSt2-26 / HMSTG258.1-1.9,8.0
124.1125,-40.92166666666667,FeSt1-36,136.0
146.14166666666662,-25.6225,IREC386,78.0
135.77916666666664,-34.415277777777774,FeSt1-37,28.0
124.96666666666665,-41.058611111111105,FeSt1-38,22.0
124.2,-41.54888888888889,HMSTG258.6-3.4,22.0
128.17499999999998,-39.41777777777777,HMSTG258.6+0.3,3.0
124.89166666666664,-41.21333333333334,HMSTG258.7-2.8,45.0
131.85416666666666,-37.334722222222226,FeSt1-39,28.0
123.64583333333331,-42.086666666666666,HMSTG258.9-4.1,4.0
112.63749999999997,-46.72777777777778,CG6 DN / FeSt2-27 / HMSTG259.0-13.2,8.0
112.63749999999997,-46.72777777777778,CG6 Head / BHR20 / LM82 / VMF4 / V4,3.0
129.0583333333333,-39.367777777777775,FeSt1-43 / HMSTG259.0+0.8C,120.0
131.81666666666666,-37.713055555555556,HMSTG259.0+3.6 / Butterfly,12.0
129.21249999999998,-39.30833333333333,FeSt1-40,42.0
142.975,-29.409166666666664,IREC387,134.0
124.15416666666667,-42.13194444444444,HMSTG259.1-3.8,3.0
123.96249999999998,-42.221111111111114,FeSt2-28 / HMSTG259.1-4.0,12.0
123.96249999999998,-42.221111111111114,HMSTG259.1-4.0C,45.0
131.725,-37.950833333333335,FeSt1-41,20.0
112.89166666666665,-46.85722222222223,FeSt2-29,6.0
112.69999999999999,-46.93055555555555,HMSTG259.2-13.2-2 / LM83,2.0
128.6333333333333,-39.882777777777775,HMSTG259.2+0.3,8.0
112.73749999999998,-46.95666666666667,FeSt1-42,30.0
112.73749999999998,-46.95666666666667,SDN101 / HMSTG259.2-13.2,14.0
129.29166666666666,-39.578611111111115,HMSTG259.3+0.9,14.0
113.5375,-46.905277777777776,CG4 Head DN / SDN103 / FeSt2-30 / BHR21 / VMF6 / V6,4.0
113.5375,-46.905277777777776,CG4 DN / HMSTG259.4-12.7,22.0
108.39166666666665,-48.50361111111111,FeSt1-44,12.0
108.54999999999998,-48.486111111111114,CG13 Head DN / SDN102 / BDN259.48-16.46 / BHR22,5.0
108.54999999999998,-48.486111111111114,CG13 DN / HMSTG259.5-16.4 / KM259.5-16.5,40.0
112.10416666666666,-47.620555555555555,FeSt1-45,61.0
125.70833333333333,-42.11138888888889,FeSt2-31,6.0
126.03749999999998,-42.04611111111111,FeSt1-46,33.0
124.06666666666668,-43.141666666666666,HMSTG259.9-4.4,3.0
125.40416666666665,-42.47694444444445,FeSt1-47,97.0
128.88333333333333,-40.64222222222222,BDN259.94-0.04 / HMSTG259.9-0.0 / BHR23,12.0
132.92916666666665,-38.20527777777778,FeSt2-32,6.0
124.81249999999997,-42.91305555555555,CG24 Head DN / BHR24,1.0
124.81249999999997,-42.91305555555555,CG24 DN / HMSTG260.0-3.8 / VMF21 / V21,5.0
130.68749999999997,-39.75888888888889,HMSTG260.1+1.6,12.0
150.70416666666665,-23.551944444444445,IREC388,75.0
129.87916666666666,-40.4125,HMSTG260.2+0.7,22.0
129.6583333333333,-40.723333333333336,HMSTG260.4+0.4C,22.0
120.19166666666665,-45.450833333333335,HMSTG260.4-8.0,6.0
129.75416666666663,-40.72694444444445,SLDN1 / FeSt2-33,7.0
131.55833333333334,-39.65361111111111,HMSTG260.4+2.2,16.0
123.64166666666664,-44.098333333333336,HMSTG260.5-5.2,3.0
123.61249999999998,-44.11972222222222,FeSt2-34,6.0
123.3625,-44.285555555555554,FeSt1-48,35.0
130.27916666666664,-40.652499999999996,HMSTG260.6+0.8,16.0
125.4458333333333,-43.29888888888889,FeSt1-49 / HMSTG260.6-3.7,22.0
114.34166666666665,-47.94222222222222,CG25 DN / HMSTG260.6-12.7,8.0
125.42499999999998,-43.343611111111116,FeSt1-50,30.0
114.80833333333332,-47.865833333333335,CG3 DN / FeSt2-35 / HMSTG260.7-12.4,7.0
114.78333333333333,-47.88583333333333,CG3 Head DN / BHR25 / VMF8 / V8,3.0
129.81666666666666,-41.14555555555555,HMSTG260.8+0.2,28.0
127.63749999999999,-42.6025,FeSt1-51,216.0
170.24999999999997,0.7155555555555555,IREC389,69.0
130.25416666666663,-41.59388888888889,HMSTG261.3+0.2,14.0
131.15416666666664,-41.29888888888889,SLDN2 / FeSt2-36,5.0
131.17499999999998,-41.315555555555555,HMSTG261.5+0.9,50.0
130.575,-41.696666666666665,FeSt1-52,120.0
133.3708333333333,-40.06194444444444,HMSTG261.6+3.0,12.0
125.49999999999999,-44.57416666666667,FeSt1-53 / HMSTG261.7-4.4,22.0
115.37083333333332,-48.76,HMSTG261.7-12.5,16.0
127.24999999999997,-44.1675,FeSt1-54,71.0
131.1333333333333,-42.15888888888889,HMSTG262.2+0.4,28.0
115.85833333333332,-49.12555555555556,SDN104 / FeSt1-55 / HMSTG262.2-12.3,35.0
132.25833333333333,-41.528055555555554,HMSTG262.2+1.4,16.0
115.90833333333332,-49.15833333333333,IREC390,242.0
133.26666666666665,-41.205000000000005,HMSTG262.4+2.2,6.0
134.19166666666666,-40.62638888888889,FeSt1-56,21.0
130.5708333333333,-42.87833333333333,HMSTG262.5-0.4,22.0
114.66249999999998,-49.84527777777778,CG14 Head DN / SDN105 / BHR26 / VMF7 / V7,3.0
114.63749999999997,-49.88194444444444,CG14 DN / FeSt2-37 / HMSTG262.5-13.4,12.0
133.225,-41.36138888888889,HMSTG262.5+2.1,6.0
133.33333333333331,-41.34,FeSt1-57,109.0
111.90416666666665,-51.07472222222223,CG16 Head DN / SDN106 / BHR28 / VMF2 / V2,2.0
111.94583333333333,-51.08638888888889,CG16 DN / FeSt2-38 / HMSTG262.9-15.5,16.0
113.08749999999999,-50.76,CG15 Head DN / SDN107 / BHR27 / VMF5 / V5,3.0
113.09999999999998,-50.775,CG15 DN / FeSt2-39 / HMSTG262.9-14.7,14.0
133.4458333333333,-41.730555555555554,SLDN3 / HMSTG262.9+2.0,12.0
133.31249999999997,-41.873333333333335,HMSTG263.0+1.8,2.0
116.84999999999998,-49.68333333333333,HMSTG263.0-12.0,16.0
132.70833333333334,-42.269444444444446,HMSTG263.0+1.2,35.0
133.35416666666666,-41.95527777777778,HMSTG263.1+1.8,4.0
133.5,-41.96416666666667,HMSTG263.1+1.9,6.0
133.27916666666664,-42.21333333333334,HMSTG263.2+1.6C,100.0
133.40416666666667,-42.22361111111111,SLDN4 / FeSt1-58,17.0
165.74166666666665,-9.393888888888888,IREC391,111.0
133.96666666666664,-42.08388888888889,HMSTG263.4+2.0,26.0
133.45416666666662,-42.443888888888885,HMSTG263.5+1.5,6.0
135.18749999999997,-41.56333333333333,FeSt1-59,28.0
130.9958333333333,-44.23833333333334,HMSTG263.7-0.0,22.0
132.36666666666665,-43.486666666666665,FeSt1-60,146.0
128.30416666666665,-45.88,HMSTG263.9-3.5,50.0
118.26666666666665,-50.28111111111111,SDN108 / FeSt2-40,7.0
118.22083333333332,-50.314166666666665,HMSTG264.0-11.6,22.0
128.3375,-45.98833333333334,FeSt1-61,28.0
138.45833333333331,-39.840833333333336,FeSt2-41,6.0
135.54583333333332,-42.16777777777777,HMSTG264.3+2.9,12.0
138.58333333333331,-40.074444444444445,FeSt1-62,10.0
134.12499999999997,-43.10638888888889,HMSTG264.3+1.5C,90.0
138.45833333333331,-40.36083333333333,HMSTG264.4+5.7C,16.0
138.45833333333331,-40.36083333333333,HMSTG264.4+5.7,3.0
138.34999999999997,-40.492222222222225,HMSTG264.5+5.6 / BHR29,5.0
